income,employment_length,existing_debt,loan_amount,credit_score,payment_consistency_pct,income_volatility_score,debt_trend,default
16418.46,4.3,5837.88,10416.98,564,98.5,85.7,0.18,0
17894.41,8.3,2405.91,3983.34,604,89.8,42.4,0.202,0
83927.72,0.7,12804.55,37887.46,720,55.7,21.9,-0.154,1
56008.44,3.0,33142.54,25012.41,495,76.5,40.3,-0.392,0
62177.31,1.8,14010.05,14058.31,684,85.5,49.1,0.84,1
26120.67,14.9,1938.61,10793.99,720,80.7,41.7,-0.43,1
53488.47,9.4,32396.36,20062.26,448,53.6,60.6,-0.263,1
163069.24,3.1,48545.88,46917.21,809,80.3,17.7,0.012,0
85247.14,1.3,19688.37,19602.63,525,71.0,21.9,0.301,1
59476.62,1.6,0.0,31168.67,850,92.3,17.2,-0.053,0
42553.63,8.2,18483.89,18524.64,723,90.7,18.4,0.012,0
43607.52,1.0,22379.23,25546.88,535,91.3,35.8,0.214,0
16796.76,4.3,7495.64,9576.23,578,78.8,13.7,1.0,1
62423.82,7.4,26085.99,27486.94,615,84.3,40.8,-0.203,0
86250.89,1.5,19587.63,34271.28,611,82.8,47.7,-0.178,0
22774.79,4.3,7165.46,16925.67,618,96.8,10.5,-0.038,0
37654.99,3.1,8649.81,16482.08,611,76.5,22.4,0.238,0
28663.92,2.8,9530.54,5390.18,588,73.4,24.8,0.884,0
31858.42,2.4,11157.93,1000.0,627,97.5,30.6,-0.039,0
55793.63,7.8,16321.87,18327.3,673,95.5,31.7,0.194,0
17215.73,10.8,7463.71,5969.27,530,90.5,53.1,-0.756,1
75951.38,3.5,10518.83,37659.66,850,100.0,54.6,0.023,0
82011.95,5.5,9223.76,37397.27,850,100.0,18.8,-0.005,0
47187.94,4.3,23334.37,16069.22,636,100.0,48.8,0.357,0
13844.04,0.8,6666.99,6832.92,411,73.5,62.5,-0.181,1
31318.67,3.4,10788.84,7066.58,652,95.6,59.2,-0.428,0
106734.11,0.6,26865.98,22752.94,719,85.5,39.1,0.08,0
12000.0,2.9,4752.12,5133.36,525,76.1,33.9,-0.546,0
44750.69,4.2,20150.4,18222.72,524,73.6,6.9,-0.281,0
28310.83,7.0,12920.0,8192.86,490,87.8,26.7,0.019,0
84331.75,5.2,6301.36,17934.02,850,95.4,5.1,-0.839,0
37372.38,7.9,6590.91,14578.42,658,100.0,57.8,-0.089,0
67654.88,2.1,16458.13,14411.31,697,93.4,29.7,0.553,0
73939.56,9.9,40662.56,34134.26,607,92.0,33.3,-0.564,0
148735.41,10.8,74464.08,72343.33,728,81.1,22.7,-0.239,0
48454.57,0.6,17891.84,19286.75,615,87.0,6.8,0.206,0
66624.28,1.0,17241.7,16966.47,742,63.1,49.3,0.285,1
23937.93,4.1,1604.21,1000.0,736,91.9,45.0,0.02,0
104268.8,2.7,43128.25,45668.52,718,90.0,53.7,-0.065,0
35657.69,3.1,341.24,18531.79,850,100.0,0.0,0.579,0
39798.53,5.2,25051.26,1302.22,447,83.4,61.4,0.074,1
53517.49,8.1,20947.65,23512.18,696,100.0,32.5,-0.37,0
22934.87,2.0,11787.66,9640.4,317,77.4,50.5,0.042,1
61440.44,9.0,29244.8,1000.0,686,100.0,0.0,-0.047,0
92236.06,2.4,53093.67,47550.6,578,100.0,43.2,-0.154,0
63647.39,16.2,19632.38,34422.15,759,99.8,33.5,-0.588,0
22609.07,9.9,4206.66,6614.68,679,84.8,30.6,-0.002,1
50610.02,2.6,25464.7,10602.26,572,80.9,33.0,0.204,0
81480.25,1.3,31121.82,29554.29,850,78.8,23.1,0.263,0
19285.45,2.6,6246.07,9014.21,495,70.4,6.8,0.004,1
29997.78,2.3,2759.53,8823.21,652,90.5,9.7,0.012,0
87737.0,6.4,28518.88,15698.1,677,80.5,35.5,-0.196,0
62852.91,0.6,2053.3,23547.93,804,89.4,61.2,0.339,0
67953.87,1.0,1787.93,14679.33,850,86.4,57.1,-0.416,0
150651.14,6.3,60509.31,62533.8,736,69.0,39.6,-0.182,0
70101.82,2.2,27201.09,33154.03,699,98.9,25.2,-0.282,0
77795.46,2.9,24719.4,1955.08,743,85.3,76.3,-0.039,1
240604.56,7.3,87474.47,40688.33,800,96.1,48.6,0.459,0
48165.94,8.4,28761.9,15072.06,621,67.7,46.9,-0.416,0
34932.21,9.6,8260.05,13917.09,689,73.3,8.4,0.098,0
68547.9,6.9,11838.36,17756.8,627,78.5,40.1,0.106,0
68971.25,3.6,33354.66,6795.25,639,87.4,10.2,-0.337,0
40550.63,3.4,2053.54,21530.23,641,82.6,76.6,-0.067,0
30705.03,3.1,8902.73,10224.81,824,100.0,18.2,-0.314,0
192994.01,1.5,30718.34,71816.56,839,98.5,22.9,0.035,0
64845.57,2.0,15778.49,18536.55,538,73.8,22.0,-0.041,1
36215.52,8.8,10708.02,1000.0,731,100.0,27.6,0.527,0
89658.35,2.4,21645.34,30662.48,532,82.8,48.4,-0.268,0
51019.86,1.5,2739.43,16374.85,777,100.0,35.1,-0.06,0
47141.79,9.3,9392.46,18127.14,716,80.0,35.8,-0.131,0
73810.04,4.9,18453.48,23902.29,714,92.7,49.4,0.475,0
26621.24,12.4,17383.97,6676.18,584,97.3,4.7,-0.172,0
65771.7,11.5,12080.34,21803.13,673,62.9,50.0,-0.312,0
155146.51,1.6,64224.92,49801.42,719,100.0,37.7,-0.272,0
70010.3,3.9,23531.82,20009.62,686,73.1,20.9,-0.277,0
44050.12,1.8,6783.74,19359.08,816,79.1,37.6,-0.203,0
40990.36,1.8,12887.35,10284.7,635,75.5,37.3,-0.3,1
43231.0,3.0,14002.9,16522.7,693,76.1,0.0,0.005,0
47113.77,6.5,11167.45,5228.12,660,76.7,62.5,-0.455,1
44011.51,6.5,17284.12,25471.49,515,67.3,59.2,0.202,1
89677.15,6.0,20311.23,34321.74,722,94.7,8.9,0.014,0
20883.92,3.6,14223.64,1000.0,490,85.6,19.9,0.568,1
87038.0,6.8,28717.66,37500.12,752,82.1,62.1,0.163,1
43966.02,1.5,13830.26,16016.55,722,98.2,48.3,0.128,0
66657.4,5.0,44292.14,39186.73,529,100.0,42.8,0.703,0
29148.44,4.3,17306.3,21326.89,465,62.2,43.7,0.152,1
112504.34,3.5,6094.4,62007.33,850,100.0,42.5,-0.075,0
107484.21,5.1,30600.38,44204.92,839,83.7,13.7,-0.304,0
91837.39,1.9,23236.49,48384.63,748,65.1,23.7,0.509,0
23550.09,6.1,217.1,8242.72,706,89.8,54.9,-0.353,0
85478.19,4.2,6467.51,34677.94,746,82.4,48.1,-0.399,0
67688.41,1.1,2735.97,10550.41,807,96.0,40.7,-0.397,0
22406.38,4.1,0.0,13390.97,775,86.0,22.0,-0.263,0
53457.19,2.8,17289.71,21073.17,605,89.0,54.8,0.015,0
66203.85,8.9,16753.54,7180.04,681,77.9,15.7,-0.092,0
73558.88,1.6,28336.42,39235.3,659,69.6,64.6,0.184,1
59724.27,1.6,18630.55,26640.38,754,94.4,20.5,-0.382,0
63587.82,5.6,4687.43,28132.54,849,76.7,17.6,-0.305,0
121842.71,3.7,44870.95,10730.04,807,89.6,35.6,0.054,0
106331.69,3.6,36055.12,37836.65,737,100.0,39.3,-0.337,0
12000.0,16.3,2717.45,9450.55,582,81.8,36.9,-0.477,1
45497.32,6.7,18095.36,10783.95,694,93.8,8.5,-0.535,0
49485.84,3.2,8412.71,20183.43,751,83.6,43.4,-0.017,0
20668.08,0.9,4314.04,8716.64,552,78.9,54.6,-0.024,1
57056.69,3.1,10886.09,12792.94,694,62.1,33.4,-0.041,1
107668.98,1.4,28975.78,46074.68,749,83.4,4.1,0.426,0
29803.7,2.0,12679.67,6367.54,420,81.7,30.8,0.106,1
65187.34,2.0,9518.79,36161.9,850,71.8,12.3,0.0,0
32738.17,8.5,17076.03,6622.42,466,55.5,0.0,0.472,1
37438.26,1.2,8452.73,13209.59,570,60.6,24.0,0.341,1
122096.44,7.9,73120.9,40837.09,638,100.0,67.5,-0.255,0
40198.83,5.8,2658.61,9871.18,831,84.5,33.3,0.292,0
69857.79,5.7,26708.93,7870.99,648,63.9,29.5,0.621,1
19357.4,1.9,7306.17,9246.22,554,75.6,49.2,0.622,1
150885.21,7.2,33245.46,30848.98,842,84.1,47.2,0.342,0
75467.61,1.7,2260.06,27038.23,850,90.3,5.7,0.136,0
49002.43,10.9,11918.35,12328.77,647,80.7,72.4,0.102,0
74350.86,8.6,28552.89,25714.9,729,100.0,39.0,0.51,0
24949.26,12.1,4918.46,3333.01,701,100.0,53.1,-0.468,0
103817.72,4.3,12632.51,18686.54,761,89.4,23.1,0.444,0
45333.81,3.7,14597.68,11839.07,617,78.9,0.0,0.046,0
48424.53,3.0,20714.42,5380.3,682,89.4,32.7,-0.323,0
41340.15,16.1,2787.8,8834.27,709,65.4,13.0,-0.414,0
39365.37,6.5,7352.96,9284.16,685,98.0,58.4,-0.597,0
79385.33,1.4,19764.17,39568.49,850,86.4,6.7,0.198,0
62364.33,10.1,9853.92,24835.38,653,67.1,35.5,0.673,0
77533.2,3.6,25031.57,1588.37,673,75.8,47.0,-0.175,1
53914.94,0.2,41929.73,14572.14,545,92.0,43.5,-0.299,1
71844.54,2.3,52376.94,40727.67,469,60.7,25.0,0.423,1
43029.16,8.6,14006.06,15128.49,617,71.5,0.0,0.04,0
184674.95,5.8,49253.3,30990.89,807,77.5,4.9,0.439,0
22871.3,6.6,12158.46,3760.14,642,97.7,19.9,-0.342,0
108392.65,10.0,29875.76,10720.39,816,100.0,6.8,0.228,0
114961.1,0.8,33693.59,48695.41,802,89.3,33.5,0.635,0
33904.83,2.3,1074.13,14261.65,572,39.8,19.7,-0.367,1
184628.41,4.4,71330.8,91636.45,793,68.4,9.1,-0.112,0
93668.73,8.8,18392.21,11071.04,850,100.0,6.5,-0.127,0
92422.57,1.7,55649.71,16580.84,648,86.2,3.2,0.262,1
55017.81,3.2,5954.07,34308.42,688,47.5,33.9,0.441,0
48075.39,4.2,10370.92,12669.13,748,100.0,20.3,-0.239,0
48282.53,2.2,11439.91,8243.22,636,65.3,35.5,0.874,1
67157.23,4.1,8251.51,25023.34,813,92.0,33.5,0.02,0
117084.65,3.7,32302.33,19116.51,740,68.0,30.9,-0.199,0
59857.55,2.7,36202.19,21285.44,627,100.0,47.9,0.5,0
32817.13,7.2,5078.92,20603.82,581,64.2,5.5,0.049,0
85257.8,6.3,15927.79,30548.97,662,75.8,48.1,-0.132,0
89916.16,7.4,30057.39,26909.91,669,98.7,42.9,-0.19,0
77657.45,7.9,22853.97,36636.02,634,76.3,31.0,0.736,0
81635.9,1.0,23514.41,32991.8,792,90.8,18.8,-0.348,0
46676.19,1.1,19245.52,4517.86,627,95.6,35.8,0.394,0
32501.97,6.8,521.38,15268.23,693,86.5,44.0,-0.284,0
33607.13,2.9,0.0,10743.73,838,68.4,7.0,-0.218,0
22037.38,2.6,12421.28,3389.56,530,73.0,47.2,-0.029,1
61717.43,2.3,28170.56,14797.73,473,78.6,69.8,0.163,1
51746.04,7.6,3736.35,8575.19,738,92.2,33.7,-0.576,0
42531.78,15.4,2183.12,5363.21,723,95.4,61.1,-0.191,0
12000.0,7.8,2807.3,5252.86,550,86.9,44.5,0.36,0
27281.81,2.8,8476.44,5218.24,539,93.8,40.3,0.359,0
100354.32,7.3,26.22,39117.28,763,61.7,21.0,-0.102,0
37588.59,1.1,17576.07,8165.51,630,88.2,28.2,-0.411,0
66060.44,3.5,7859.37,26178.17,768,83.1,15.4,0.075,0
25213.2,0.8,2346.23,9520.48,573,90.9,53.9,0.292,0
119525.86,2.9,16480.08,7438.19,850,94.5,20.1,0.064,0
50050.35,4.7,13528.5,23818.05,609,69.3,70.2,0.492,1
63546.18,17.3,29501.01,10727.41,626,82.5,43.8,-0.094,0
194692.93,9.3,65373.69,41480.98,776,100.0,42.9,-0.461,0
124746.89,0.8,67698.39,30754.96,787,88.3,8.5,-0.208,0
45770.22,0.9,14875.32,7524.35,595,82.6,48.3,0.001,0
39094.18,2.2,11600.9,2011.91,520,66.9,30.6,-0.246,0
45294.92,13.2,12976.31,16810.36,697,91.6,23.7,-0.182,0
71714.2,0.8,20126.0,34107.21,719,64.5,21.9,0.337,0
51130.0,2.3,8981.29,27142.15,773,81.5,10.2,-0.284,0
43591.42,2.3,634.99,20271.48,825,77.1,35.2,-0.467,0
121412.57,5.6,76671.57,31068.71,624,89.5,31.7,0.283,0
50877.93,7.5,919.72,6739.95,698,75.6,8.7,0.226,0
191908.51,6.4,50658.25,20015.72,775,79.4,45.3,-0.363,0
56948.83,5.0,16122.61,19609.04,447,71.3,77.6,0.248,1
144628.71,1.1,37737.97,69119.24,744,80.5,6.5,-0.396,0
65941.66,4.5,15149.83,14812.32,711,87.0,32.7,-0.253,0
92007.77,10.2,23187.96,21421.11,683,79.1,68.2,-0.387,1
36368.7,12.5,19304.49,12374.31,570,79.6,19.5,-0.16,0
33875.0,5.5,13824.54,17976.96,587,86.3,43.8,0.197,1
69761.55,0.8,21558.44,22944.49,764,98.0,42.9,0.094,0
93312.03,5.6,6266.12,38528.68,845,94.4,48.2,-0.285,0
55389.26,3.7,31513.72,17208.34,401,65.9,71.7,0.066,1
26701.73,0.9,9467.11,4860.88,697,94.7,0.0,0.134,0
25638.69,1.6,11457.61,1161.95,551,100.0,38.8,0.334,0
24712.76,1.9,6082.03,12273.33,670,93.9,25.0,0.126,0
20492.37,6.8,16017.22,10292.11,334,50.2,34.2,0.258,1
57538.92,12.2,20547.41,15128.43,651,87.7,35.9,0.023,0
100586.58,6.1,14479.38,24842.01,809,100.0,29.1,-0.285,0
53778.08,6.9,5260.06,4932.37,752,77.7,13.3,0.057,0
15627.26,3.9,1827.36,1000.0,652,100.0,14.6,0.425,0
48780.3,2.6,16170.72,3710.59,642,53.5,77.5,0.444,1
49536.28,6.2,11078.55,1632.66,728,86.0,7.4,-0.904,0
171579.04,5.1,66932.69,70716.53,698,94.1,59.5,0.22,0
24308.32,2.1,14471.83,8280.97,665,86.4,14.3,-0.173,0
43701.05,4.8,9527.08,22571.33,708,86.2,36.9,0.14,0
138443.69,4.1,2259.78,61990.39,787,69.4,74.4,-0.478,0
69389.31,3.2,41279.17,34279.0,656,75.9,50.9,-0.151,1
73852.28,2.5,11300.19,36088.07,832,92.0,6.2,-0.561,0
57700.52,5.5,24890.51,14044.73,553,54.4,28.3,-0.151,0
64956.23,2.7,13107.6,13545.7,657,96.7,34.5,0.213,0
83090.47,15.4,13097.07,4583.44,687,82.4,55.6,0.156,0
34709.98,5.9,13654.6,18514.13,684,91.7,35.9,0.751,1
87810.14,5.6,23223.0,2458.38,790,95.8,31.8,-0.18,0
25459.6,3.6,9264.02,3912.87,576,100.0,69.4,-0.307,1
64899.97,3.0,12006.28,25743.78,740,100.0,66.6,0.485,0
59772.89,0.6,16787.01,34054.74,654,67.2,49.0,-0.601,1
38601.21,2.2,22775.43,12940.92,642,100.0,22.5,0.068,0
53504.61,0.8,35381.9,19067.83,413,46.0,0.0,0.176,1
38468.8,0.8,7473.38,11359.94,702,77.8,9.4,-0.809,0
30048.39,1.4,3694.16,14687.26,756,86.4,4.1,-0.382,0
44601.01,9.5,6068.22,2661.18,684,79.5,33.8,-0.478,0
29519.5,9.4,6031.67,10579.69,560,87.9,53.8,0.292,0
64701.43,2.2,28933.65,21410.52,541,81.6,74.5,-0.225,1
28780.49,1.0,5705.24,6900.32,571,100.0,60.5,-0.091,0
80144.57,2.9,26032.92,42563.51,780,77.2,20.8,-0.565,0
28287.82,6.7,7254.28,11230.64,569,82.4,40.1,-0.283,0
39677.43,8.2,1316.93,16265.37,735,100.0,43.0,-0.277,0
38425.18,4.8,18651.01,17881.85,608,97.6,3.8,-0.076,0
112288.95,5.4,83585.05,25153.25,648,81.6,17.5,-0.107,0
64968.61,5.1,40053.18,9324.99,659,90.6,26.4,0.515,1
48220.83,0.8,16448.47,10577.51,591,100.0,77.6,0.242,0
71274.63,1.2,26069.16,34050.84,583,64.6,42.7,-0.622,0
17001.29,12.5,651.23,1000.0,631,68.8,8.7,0.356,0
52906.24,4.8,6775.19,32724.24,801,76.0,26.5,0.308,0
162532.42,0.4,41357.11,79467.65,642,87.0,44.0,0.024,0
58266.97,5.7,23992.4,16446.47,611,97.6,30.0,0.345,0
56238.24,1.8,5705.35,6798.33,850,73.3,27.9,0.421,0
73238.07,8.6,22054.48,8365.01,701,70.8,49.6,-0.17,0
88661.66,8.0,18589.64,29540.08,612,65.6,63.0,-0.427,0
18058.89,6.5,620.07,6474.9,756,70.8,59.3,0.198,0
21476.63,4.7,3707.52,3176.08,645,74.8,29.0,-0.285,1
60819.16,10.1,616.42,30278.83,711,53.7,31.7,0.093,0
36563.94,10.8,8649.0,8755.56,688,76.1,28.8,-0.363,1
111481.5,1.9,57791.34,30903.95,545,69.3,56.1,0.341,1
45554.02,6.4,6925.32,25258.1,688,81.7,27.2,-0.266,0
18694.94,2.5,6814.96,3766.0,632,100.0,0.0,-0.074,0
26973.02,1.6,6393.87,12219.77,592,61.7,44.6,-0.096,1
12000.0,10.8,1200.02,7030.37,636,98.2,45.6,-0.496,0
47630.61,7.2,16297.45,12843.59,711,100.0,26.9,0.378,0
48844.09,5.0,9036.49,10424.2,685,97.5,72.1,0.45,0
42896.5,2.0,9167.01,25947.96,733,88.8,24.2,-0.05,0
98064.77,11.0,3823.91,42406.16,850,100.0,63.4,-0.266,0
104734.72,1.8,38531.56,53739.35,769,92.9,8.2,-0.082,0
49329.93,1.4,31005.23,20675.1,569,99.5,40.5,-0.177,0
16746.06,4.1,9683.02,1000.0,449,85.7,18.8,-0.008,1
76077.27,6.7,0.0,46138.55,704,69.2,33.5,-0.109,0
73529.95,3.1,4449.29,9634.34,850,100.0,50.2,-0.318,0
64226.13,4.7,22378.42,9880.6,777,100.0,23.6,0.396,0
92949.71,2.5,33586.94,44459.81,777,79.2,21.0,-0.075,0
28548.07,2.8,7618.26,10114.78,551,84.3,30.5,0.676,0
163540.42,13.5,69015.51,82364.09,670,85.6,100.0,0.036,0
31962.38,3.8,14146.4,21928.79,505,63.4,39.0,-0.142,1
81803.28,10.6,18640.32,14142.14,717,72.1,37.9,-0.099,0
21417.4,0.7,5434.62,1000.0,544,88.3,43.7,-0.129,0
32479.18,8.8,4767.45,1000.0,779,82.7,0.7,-0.037,0
124741.98,2.1,22404.55,43533.65,846,84.2,53.4,0.078,0
46934.35,7.3,30210.85,20534.01,535,84.4,49.2,-0.393,1
85987.52,2.1,22761.02,14037.36,786,82.4,0.0,-0.357,0
61717.66,2.9,13964.39,19147.84,622,73.3,83.1,0.273,1
51137.48,1.6,11423.46,24080.49,665,90.1,35.1,0.179,0
114704.86,7.4,29036.58,53734.9,692,88.6,12.7,-0.551,0
47564.29,8.2,12136.26,14401.11,674,71.7,41.3,0.183,1
20345.07,2.2,5028.34,15776.23,635,89.8,16.8,0.294,0
34829.43,1.0,1572.65,12693.72,819,75.3,2.8,0.088,0
73361.57,10.4,20288.06,33853.03,765,93.1,29.5,-0.579,0
67341.37,2.4,6995.86,12374.51,768,83.4,30.4,-0.468,0
22882.28,3.7,7984.17,5655.17,625,89.5,3.5,-0.016,0
36374.08,1.8,12720.43,18083.73,588,86.5,19.4,0.659,0
39342.21,6.9,22666.24,18958.73,506,83.2,14.3,-0.188,0
44311.15,7.0,22465.85,17293.68,555,88.6,27.9,0.212,1
25418.88,11.6,3909.73,12598.85,647,95.8,48.0,-0.225,0
38345.63,8.9,14489.1,15697.43,608,85.7,37.8,0.595,0
36288.79,8.5,15746.3,1953.12,625,85.5,34.3,0.015,0
82813.25,3.9,15052.09,14837.69,824,79.0,0.0,-0.424,0
84543.1,3.6,33858.01,40746.42,516,58.5,34.4,-0.285,0
50001.3,6.8,9988.79,19486.57,768,84.5,13.2,-0.314,0
43668.32,3.8,5900.32,10870.16,705,66.3,0.6,0.041,0
58510.32,9.2,3440.18,25895.47,756,76.1,52.6,-0.244,0
34574.91,1.7,4968.67,17067.04,715,71.9,8.4,-0.173,0
28832.03,0.7,4372.07,17049.31,506,74.0,36.9,0.681,1
32301.8,6.3,3445.58,7699.35,686,74.8,25.3,-0.205,0
38210.01,2.7,7088.06,6358.73,820,90.8,15.9,0.062,0
28569.34,1.5,4147.38,2146.52,569,88.7,59.4,-0.096,0
59227.0,16.6,1386.78,30735.56,776,85.6,23.0,-0.017,0
80930.3,4.2,18071.77,25881.98,679,100.0,24.3,0.233,0
22631.45,1.2,2521.1,8737.24,682,100.0,20.3,-0.769,0
54930.32,2.4,5085.23,4532.45,666,91.1,38.5,0.053,0
48003.79,3.3,22781.68,14469.03,586,96.7,31.8,-0.132,0
65370.72,6.2,12878.55,22436.7,769,87.9,21.0,0.061,0
53792.2,2.4,19021.38,25212.42,757,93.1,16.5,-0.071,0
24355.68,3.7,3808.38,6017.22,460,61.3,34.2,-0.068,1
27056.59,5.2,9159.28,1000.0,471,46.1,22.0,0.103,1
55060.23,5.9,28260.6,4314.63,470,54.4,69.5,-0.193,1
95399.58,3.9,6215.12,4102.52,793,75.3,24.5,0.688,0
16029.67,13.3,6754.4,4862.29,570,100.0,41.7,-0.337,0
65522.55,7.0,16399.28,14882.53,763,87.6,33.2,0.504,0
104223.42,6.7,45111.99,1000.0,728,78.5,29.2,-0.434,1
49803.26,6.5,18760.44,22077.17,657,92.0,53.0,-0.092,1
73321.66,9.2,29553.47,18334.55,663,88.9,46.6,0.109,0
36802.17,4.9,14946.55,10209.94,505,65.0,46.2,-0.326,1
50733.85,1.7,11255.1,20948.89,748,90.6,46.0,-0.351,0
22214.43,5.7,6061.28,17694.63,616,95.7,2.7,-0.098,0
14922.29,6.2,0.0,3034.36,647,100.0,43.8,0.314,0
90991.48,10.2,21710.18,35006.06,768,82.9,30.1,0.029,0
31516.07,1.6,14714.88,12525.37,673,100.0,24.7,0.663,0
42169.8,1.9,25186.86,10958.9,464,78.3,100.0,0.198,1
25272.11,4.3,7090.6,16028.61,720,100.0,5.5,-0.16,0
24947.19,6.6,17245.13,20920.3,424,75.7,33.2,-0.943,1
49236.44,1.3,18487.0,1000.0,658,93.0,31.6,-0.543,0
36269.5,1.6,3428.39,5235.88,748,88.0,33.4,-0.093,0
66694.92,7.8,7268.1,28194.28,796,100.0,14.7,-0.548,0
69487.08,1.3,38578.89,18682.61,705,100.0,39.5,-0.067,0
64632.15,2.0,2873.31,33251.27,748,69.4,12.5,0.078,0
61773.54,8.1,28170.92,10065.42,607,79.3,40.7,-0.102,0
129026.43,6.6,44647.88,20441.06,794,100.0,38.1,-0.095,0
30116.35,2.4,4768.4,16689.41,733,85.4,30.1,0.685,0
52563.95,6.0,43874.33,34238.32,402,95.4,33.5,0.023,1
101010.46,5.2,21038.84,7784.72,625,69.0,66.7,-0.048,1
108607.62,3.8,20908.4,49584.9,827,80.6,46.6,-0.348,1
24785.89,3.1,7194.54,3576.49,601,74.1,38.5,-0.001,1
45624.7,5.9,20322.98,9302.48,612,97.0,43.5,-0.167,0
114343.99,1.5,74005.95,32688.24,661,94.3,35.8,0.631,0
71642.48,5.8,0.0,11369.23,850,100.0,46.0,0.199,0
60318.53,4.9,14956.11,19997.84,763,68.8,22.9,0.497,1
48063.26,5.1,15903.11,21359.19,607,91.7,79.2,0.073,1
43866.64,1.9,2720.35,12871.77,830,84.3,38.8,0.436,0
63482.56,10.4,16342.64,13182.38,571,49.8,91.5,-0.35,0
47154.95,2.5,8648.9,17563.0,614,90.5,79.3,0.087,0
52922.39,2.8,6870.29,31089.57,749,100.0,24.9,-0.304,0
56569.73,3.7,31035.0,8154.71,709,100.0,39.8,-0.154,0
37311.64,6.6,16827.09,6940.69,647,83.5,42.3,0.015,1
72596.44,5.0,18238.08,36411.71,734,95.6,53.7,-0.335,0
269098.98,0.9,33354.97,40377.68,850,91.6,37.6,-0.512,0
20387.09,4.2,5816.16,6206.78,550,73.4,59.1,0.344,0
64744.68,4.5,4464.48,28537.86,771,71.4,0.0,-0.588,0
35663.94,10.6,20397.73,19628.93,554,83.3,22.8,0.592,0
74426.8,3.3,8745.99,13425.06,676,80.7,31.2,-0.285,0
55581.55,6.2,8562.5,16173.62,733,85.2,21.7,0.198,0
82373.59,21.7,24849.2,17631.06,722,78.2,0.4,0.219,1
103417.41,9.3,71298.23,6720.02,631,87.0,52.7,-0.387,1
60224.32,1.8,18546.33,13210.1,681,69.1,12.9,0.161,1
100975.05,7.2,37593.0,45468.07,761,100.0,21.5,0.06,0
14922.66,5.8,7999.57,5879.12,434,58.5,50.1,0.221,1
129929.69,3.2,45090.53,8758.27,620,82.9,59.5,0.423,0
66588.3,7.2,20136.71,11185.97,654,81.1,23.7,0.285,0
98008.93,1.8,24404.76,34485.43,850,82.1,14.3,-0.304,0
27696.69,2.5,20949.72,7221.68,473,72.2,18.7,-0.048,1
34306.03,3.7,12955.31,7673.69,420,62.8,57.3,-0.288,1
58704.17,3.1,11368.43,27622.01,722,87.4,58.4,-0.202,1
53671.06,6.7,34620.46,26649.25,475,81.1,41.7,0.171,1
63302.98,4.1,9108.15,10404.11,731,89.4,39.9,0.212,0
98369.23,2.8,11867.6,43572.37,790,60.9,8.6,0.204,0
20519.46,9.2,10454.37,11239.16,539,100.0,44.3,0.101,1
92558.9,6.5,48501.54,29532.98,628,82.9,50.7,0.154,1
54423.7,1.1,14039.43,26307.18,505,41.4,38.3,-0.159,1
48432.19,1.1,15255.41,19993.61,749,86.6,39.0,0.473,0
24122.17,2.8,9986.54,3844.67,589,77.4,14.4,0.234,0
71444.54,1.3,28277.05,26031.77,541,68.1,58.4,-0.007,1
14360.56,8.2,3582.56,7797.49,639,100.0,7.8,0.394,0
77390.3,2.6,40018.18,27159.12,651,97.0,34.7,-0.18,0
23845.29,6.2,13010.39,3082.87,483,88.8,44.2,0.042,0
55792.9,7.1,11195.04,9908.54,701,85.1,57.8,0.313,0
50739.36,0.6,26029.4,31209.37,722,91.1,56.1,-0.426,1
103078.49,2.7,28395.1,43767.71,605,61.9,57.8,0.778,1
49106.15,3.6,22540.66,14080.75,659,86.7,29.0,-0.206,0
36983.38,5.2,1984.81,12779.72,772,100.0,81.5,-0.158,1
41001.69,7.9,19291.91,20350.72,629,98.6,56.8,0.007,0
109107.13,17.1,23087.88,20704.94,765,69.3,27.9,0.259,0
72763.03,12.4,11814.17,27887.51,766,86.6,29.2,0.292,0
43822.54,4.1,12180.28,23673.01,632,68.3,50.2,0.525,1
47569.85,4.0,10028.54,32656.2,718,86.2,25.7,-0.022,0
22880.78,11.6,9060.42,6851.99,516,73.5,9.5,0.116,0
67081.31,4.2,9549.8,24261.42,654,71.8,36.7,-0.538,0
20580.54,2.6,8224.75,8003.21,664,89.0,0.0,-0.375,0
81919.15,8.3,25679.27,43599.22,657,73.8,42.2,-0.032,0
58147.72,5.4,26346.48,4541.62,566,72.9,47.8,0.125,0
201354.74,1.1,2027.3,69157.95,850,88.9,29.7,-0.016,0
29582.12,3.3,8252.55,19616.22,532,63.3,58.0,0.183,1
51202.1,1.3,16078.91,1000.0,688,79.5,52.0,-0.02,0
145664.05,0.2,23208.63,41740.61,775,62.5,14.6,-0.082,0
104324.79,13.6,10728.41,37240.76,731,65.0,35.9,0.84,0
36941.22,4.7,9398.67,8971.24,769,100.0,24.6,-0.092,0
61278.36,3.4,15707.1,27759.73,641,78.2,28.5,0.354,1
54235.97,2.8,12281.63,11852.5,735,74.0,57.9,-0.457,0
63264.25,4.3,14715.67,31982.11,771,95.9,47.5,0.043,0
36891.11,2.8,11.84,13249.4,769,100.0,20.6,-0.236,0
51579.2,1.8,37839.37,21233.62,565,87.5,39.5,0.693,1
22495.51,2.9,10224.1,6380.87,558,98.3,19.9,-0.195,0
58356.03,10.8,10961.72,2783.03,688,76.3,25.3,-0.011,0
69390.92,8.2,18398.89,37945.85,693,84.8,65.8,-0.288,0
